NumeroOrden,NumeroLineaOrden,FechaPedido,NombreCliente,CorreoElectronico,Articulo,Cantidad,PrecioUnitario,MontoImpuesto
SO58683,2,2021-10-27,Austin Davis,austin44@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58681,3,2021-10-27,Hannah Rodriguez,hannah18@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58681,1,2021-10-27,Hannah Rodriguez,hannah18@adventure-works.com,"Mountain-200 Silver, 42",1,2319,185
SO58681,2,2021-10-27,Hannah Rodriguez,hannah18@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58684,3,2021-10-27,Marcus Rogers,marcus94@adventure-works.com,Fender Set - Mountain,1,21,1
SO58684,1,2021-10-27,Marcus Rogers,marcus94@adventure-works.com,"Mountain-200 Black, 46",1,2294,183
SO58684,2,2021-10-27,Marcus Rogers,marcus94@adventure-works.com,"Racing Socks, M",1,8,0
SO58695,1,2021-10-27,Isaac Carter,isaac32@adventure-works.com,"Road-550-W Yellow, 42",1,1120,89
SO58695,2,2021-10-27,Isaac Carter,isaac32@adventure-works.com,Road Bottle Cage,1,8,0
SO58640,1,2021-10-27,Albert Blanco,albert15@adventure-works.com,"Mountain-200 Silver, 46",1,2319,185
SO58640,2,2021-10-27,Albert Blanco,albert15@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58640,3,2021-10-27,Albert Blanco,albert15@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58641,1,2021-10-27,Andre Arun,andre6@adventure-works.com,"Mountain-200 Black, 38",1,2294,183
SO58641,2,2021-10-27,Andre Arun,andre6@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58641,3,2021-10-27,Andre Arun,andre6@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58641,4,2021-10-27,Andre Arun,andre6@adventure-works.com,"Short-Sleeve Classic Jersey, M",1,53,4
SO58641,5,2021-10-27,Andre Arun,andre6@adventure-works.com,"Half-Finger Gloves, L",1,24,1
SO58700,1,2021-10-27,Terrance Rodriguez,terrance17@adventure-works.com,"Touring-1000 Yellow, 54",1,2384,190
SO58700,2,2021-10-27,Terrance Rodriguez,terrance17@adventure-works.com,AWC Logo Cap,1,8,0
SO58698,2,2021-10-27,Denise Martinez,denise18@adventure-works.com,LL Road Tire,1,21,1
SO58698,1,2021-10-27,Denise Martinez,denise18@adventure-works.com,"Road-750 Black, 44",1,539,43
SO58690,1,2021-10-27,Warren Andersen,warren2@adventure-works.com,"Mountain-200 Black, 42",1,2294,183
SO58690,2,2021-10-27,Warren Andersen,warren2@adventure-works.com,Mountain Tire Tube,1,4,0
SO58690,3,2021-10-27,Warren Andersen,warren2@adventure-works.com,HL Mountain Tire,1,35,2
SO58691,1,2021-10-27,Adrienne Gomez,adrienne1@adventure-works.com,"Mountain-200 Silver, 38",1,2319,185
SO58691,2,2021-10-27,Adrienne Gomez,adrienne1@adventure-works.com,HL Mountain Tire,1,35,2
SO58691,3,2021-10-27,Adrienne Gomez,adrienne1@adventure-works.com,Mountain Tire Tube,1,4,0
SO58691,4,2021-10-27,Adrienne Gomez,adrienne1@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58649,1,2021-10-27,Bryce Richardson,bryce8@adventure-works.com,Road Tire Tube,1,3,0
SO58649,2,2021-10-27,Bryce Richardson,bryce8@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58646,1,2021-10-27,Larry Munoz,larry9@adventure-works.com,"Mountain-500 Silver, 42",1,564,45
SO58646,2,2021-10-27,Larry Munoz,larry9@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58674,2,2021-10-27,Nathan Johnson,nathan55@adventure-works.com,Mountain Tire Tube,1,4,0
SO58674,3,2021-10-27,Nathan Johnson,nathan55@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58674,1,2021-10-27,Nathan Johnson,nathan55@adventure-works.com,HL Mountain Tire,1,35,2
SO58652,1,2021-10-27,Arturo Sun,arturo14@adventure-works.com,LL Mountain Tire,1,24,1
SO58652,2,2021-10-27,Arturo Sun,arturo14@adventure-works.com,Mountain Tire Tube,1,4,0
SO58652,3,2021-10-27,Arturo Sun,arturo14@adventure-works.com,Bike Wash - Dissolver,1,7,0
SO58675,2,2021-10-27,Dennis Wu,dennis8@adventure-works.com,"Half-Finger Gloves, S",1,24,1
SO58675,1,2021-10-27,Dennis Wu,dennis8@adventure-works.com,HL Mountain Tire,1,35,2
SO58688,1,2021-10-27,Monique Moreno,monique2@adventure-works.com,"Road-350-W Yellow, 42",1,1700,136
SO58688,2,2021-10-27,Monique Moreno,monique2@adventure-works.com,ML Road Tire,1,24,1
SO58688,3,2021-10-27,Monique Moreno,monique2@adventure-works.com,Road Tire Tube,1,3,0
SO58688,4,2021-10-27,Monique Moreno,monique2@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58686,1,2021-10-27,Gilbert Zhao,gilbert8@adventure-works.com,"Road-350-W Yellow, 40",1,1700,136
SO58686,2,2021-10-27,Gilbert Zhao,gilbert8@adventure-works.com,AWC Logo Cap,1,8,0
SO58686,3,2021-10-27,Gilbert Zhao,gilbert8@adventure-works.com,"Short-Sleeve Classic Jersey, S",1,53,4
SO58694,1,2021-10-27,Mackenzie Gonzalez,mackenzie30@adventure-works.com,"Road-750 Black, 44",1,539,43
SO58669,1,2021-10-27,Ernest Ye,ernest9@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58697,3,2021-10-27,Donald Sanchez,donald22@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58697,4,2021-10-27,Donald Sanchez,donald22@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58697,5,2021-10-27,Donald Sanchez,donald22@adventure-works.com,AWC Logo Cap,1,8,0
SO58697,1,2021-10-27,Donald Sanchez,donald22@adventure-works.com,"Road-750 Black, 44",1,539,43
SO58697,2,2021-10-27,Donald Sanchez,donald22@adventure-works.com,Road Bottle Cage,1,8,0
SO58670,1,2021-10-27,Randall Sanz,randall22@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58670,2,2021-10-27,Randall Sanz,randall22@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58670,3,2021-10-27,Randall Sanz,randall22@adventure-works.com,AWC Logo Cap,1,8,0
SO58670,4,2021-10-27,Randall Sanz,randall22@adventure-works.com,"Long-Sleeve Logo Jersey, L",1,49,3
SO58655,1,2021-10-27,Aidan Griffin,aidan22@adventure-works.com,ML Mountain Tire,1,29,2
SO58642,1,2021-10-27,Keith Xu,keith7@adventure-works.com,Mountain Tire Tube,1,4,0
SO58642,2,2021-10-27,Keith Xu,keith7@adventure-works.com,"Half-Finger Gloves, S",1,24,1
SO58642,3,2021-10-27,Keith Xu,keith7@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58672,1,2021-10-27,Kristin Goel,kristin17@adventure-works.com,Touring Tire Tube,1,4,0
SO58653,1,2021-10-27,Alexia Bennett,alexia1@adventure-works.com,Touring Tire,1,28,2
SO58653,2,2021-10-27,Alexia Bennett,alexia1@adventure-works.com,Touring Tire Tube,1,4,0
SO58653,3,2021-10-27,Alexia Bennett,alexia1@adventure-works.com,"Classic Vest, L",1,63,5
SO58653,4,2021-10-27,Alexia Bennett,alexia1@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58643,1,2021-10-27,Brenda Lopez,brenda20@adventure-works.com,"Women's Mountain Shorts, M",1,69,5
SO58643,2,2021-10-27,Brenda Lopez,brenda20@adventure-works.com,AWC Logo Cap,1,8,0
SO58693,1,2021-10-27,Seth Taylor,seth9@adventure-works.com,"Touring-3000 Yellow, 50",1,742,59
SO58693,2,2021-10-27,Seth Taylor,seth9@adventure-works.com,Road Bottle Cage,1,8,0
SO58685,1,2021-10-27,Craig Diaz,craig5@adventure-works.com,"Touring-3000 Yellow, 54",1,742,59
SO58685,2,2021-10-27,Craig Diaz,craig5@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58654,1,2021-10-27,Isaiah Bell,isaiah13@adventure-works.com,Touring Tire,1,28,2
SO58654,2,2021-10-27,Isaiah Bell,isaiah13@adventure-works.com,Touring Tire Tube,1,4,0
SO58654,3,2021-10-27,Isaiah Bell,isaiah13@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58651,1,2021-10-27,Kevin Lal,kevin32@adventure-works.com,LL Road Tire,1,21,1
SO58651,2,2021-10-27,Kevin Lal,kevin32@adventure-works.com,Road Tire Tube,1,3,0
SO58651,3,2021-10-27,Kevin Lal,kevin32@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58662,1,2021-10-27,Gilbert Hu,gilbert18@adventure-works.com,"Women's Mountain Shorts, M",1,69,5
SO58667,1,2021-10-27,Devin Bell,devin81@adventure-works.com,HL Road Tire,1,32,2
SO58667,2,2021-10-27,Devin Bell,devin81@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58745,1,2021-10-28,Cheryl Ramos,cheryl20@adventure-works.com,Road Tire Tube,1,3,0
SO58745,2,2021-10-28,Cheryl Ramos,cheryl20@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58711,1,2021-10-28,Devin Rivera,devin75@adventure-works.com,Mountain Tire Tube,1,4,0
SO58703,1,2021-10-28,Naomi Jimenez,naomi5@adventure-works.com,"Road-550-W Yellow, 42",1,1120,89
SO58703,2,2021-10-28,Naomi Jimenez,naomi5@adventure-works.com,ML Road Tire,1,24,1
SO58748,1,2021-10-28,Meredith Carlson,meredith42@adventure-works.com,Road Tire Tube,1,3,0
SO58771,1,2021-10-28,Deanna Dominguez,deanna39@adventure-works.com,"Road-550-W Yellow, 48",1,1120,89
SO58771,2,2021-10-28,Deanna Dominguez,deanna39@adventure-works.com,ML Road Tire,1,24,1
SO58771,3,2021-10-28,Deanna Dominguez,deanna39@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58712,1,2021-10-28,Carolyn Vazquez,carolyn35@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58712,2,2021-10-28,Carolyn Vazquez,carolyn35@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO58702,1,2021-10-28,Jorge Gao,jorge17@adventure-works.com,"Road-550-W Yellow, 40",1,1120,89
SO58702,2,2021-10-28,Jorge Gao,jorge17@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58730,1,2021-10-28,Riley Richardson,riley29@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58730,2,2021-10-28,Riley Richardson,riley29@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58716,1,2021-10-28,Meredith Gill,meredith37@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58716,2,2021-10-28,Meredith Gill,meredith37@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58716,3,2021-10-28,Meredith Gill,meredith37@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58764,1,2021-10-28,Clarence Xie,clarence18@adventure-works.com,"Road-750 Black, 48",1,539,43
SO58728,1,2021-10-28,Ian Patterson,ian51@adventure-works.com,ML Mountain Tire,1,29,2
SO58728,2,2021-10-28,Ian Patterson,ian51@adventure-works.com,Mountain Tire Tube,1,4,0
SO58728,3,2021-10-28,Ian Patterson,ian51@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58714,1,2021-10-28,Eric Hayes,eric30@adventure-works.com,"Women's Mountain Shorts, L",1,69,5
SO58714,2,2021-10-28,Eric Hayes,eric30@adventure-works.com,"Short-Sleeve Classic Jersey, XL",1,53,4
SO58713,1,2021-10-28,Tasha Pal,tasha13@adventure-works.com,Mountain Tire Tube,1,4,0
SO58713,2,2021-10-28,Tasha Pal,tasha13@adventure-works.com,HL Mountain Tire,1,35,2
SO58708,1,2021-10-28,Nancy Chapman,nancy7@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58766,1,2021-10-28,Heidi Lopez,heidi19@adventure-works.com,"Touring-1000 Blue, 54",1,2384,190
SO58766,2,2021-10-28,Heidi Lopez,heidi19@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO58717,1,2021-10-28,Levi Arun,levi6@adventure-works.com,Road Bottle Cage,1,8,0
SO58758,1,2021-10-28,Brooke Richardson,brooke9@adventure-works.com,"Mountain-200 Silver, 46",1,2319,185
SO58758,2,2021-10-28,Brooke Richardson,brooke9@adventure-works.com,HL Mountain Tire,1,35,2
SO58758,3,2021-10-28,Brooke Richardson,brooke9@adventure-works.com,Mountain Tire Tube,1,4,0
SO58758,4,2021-10-28,Brooke Richardson,brooke9@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58709,1,2021-10-28,Ethan Lal,ethan25@adventure-works.com,Hitch Rack - 4-Bike,1,120,9
SO58705,1,2021-10-28,Albert Moreno,albert9@adventure-works.com,"Mountain-200 Silver, 42",1,2319,185
SO58705,2,2021-10-28,Albert Moreno,albert9@adventure-works.com,Fender Set - Mountain,1,21,1
SO58705,3,2021-10-28,Albert Moreno,albert9@adventure-works.com,"Long-Sleeve Logo Jersey, M",1,49,3
SO58753,1,2021-10-28,Paula Blanco,paula18@adventure-works.com,AWC Logo Cap,1,8,0
SO58706,1,2021-10-28,Brendan Kumar,brendan6@adventure-works.com,"Mountain-200 Silver, 38",1,2319,185
SO58706,2,2021-10-28,Brendan Kumar,brendan6@adventure-works.com,HL Mountain Tire,1,35,2
SO58704,1,2021-10-28,Kelvin Yang,kelvin24@adventure-works.com,"Mountain-200 Silver, 42",1,2319,185
SO58704,2,2021-10-28,Kelvin Yang,kelvin24@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58704,3,2021-10-28,Kelvin Yang,kelvin24@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58704,4,2021-10-28,Kelvin Yang,kelvin24@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO58772,1,2021-10-28,Katherine Gonzales,katherine43@adventure-works.com,AWC Logo Cap,1,8,0
SO58772,2,2021-10-28,Katherine Gonzales,katherine43@adventure-works.com,"Touring-1000 Yellow, 54",1,2384,190
SO58774,3,2021-10-28,Carly Xie,carly2@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58722,1,2021-10-28,Matthew Moore,matthew13@adventure-works.com,Touring Tire Tube,1,4,0
SO58774,1,2021-10-28,Carly Xie,carly2@adventure-works.com,"Touring-1000 Yellow, 60",1,2384,190
SO58774,2,2021-10-28,Carly Xie,carly2@adventure-works.com,Road Bottle Cage,1,8,0
SO58760,1,2021-10-28,Mariah Henderson,mariah9@adventure-works.com,"Mountain-200 Black, 46",1,2294,183
SO58760,2,2021-10-28,Mariah Henderson,mariah9@adventure-works.com,HL Mountain Tire,1,35,2
SO58760,3,2021-10-28,Mariah Henderson,mariah9@adventure-works.com,Mountain Tire Tube,1,4,0
SO58761,1,2021-10-28,Marcus Wright,marcus30@adventure-works.com,"Mountain-200 Silver, 42",1,2319,185
SO58761,2,2021-10-28,Marcus Wright,marcus30@adventure-works.com,Fender Set - Mountain,1,21,1
SO58761,3,2021-10-28,Marcus Wright,marcus30@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58759,1,2021-10-28,Alyssa Davis,alyssa4@adventure-works.com,"Mountain-200 Silver, 42",1,2319,185
SO58759,2,2021-10-28,Alyssa Davis,alyssa4@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58776,1,2021-10-28,Jsus Serrano,jsus15@adventure-works.com,"Touring-2000 Blue, 54",1,1214,97
SO58776,2,2021-10-28,Jsus Serrano,jsus15@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58776,3,2021-10-28,Jsus Serrano,jsus15@adventure-works.com,AWC Logo Cap,1,8,0
SO58776,4,2021-10-28,Jsus Serrano,jsus15@adventure-works.com,Road Bottle Cage,1,8,0
SO58720,1,2021-10-28,Ashley Lewis,ashley22@adventure-works.com,AWC Logo Cap,1,8,0
SO58733,1,2021-10-28,Krista Gomez,krista1@adventure-works.com,"Women's Mountain Shorts, L",1,69,5
SO58733,2,2021-10-28,Krista Gomez,krista1@adventure-works.com,"Long-Sleeve Logo Jersey, XL",1,49,3
SO58715,1,2021-10-28,Dana Serrano,dana9@adventure-works.com,Road Tire Tube,1,3,0
SO58715,2,2021-10-28,Dana Serrano,dana9@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58715,3,2021-10-28,Dana Serrano,dana9@adventure-works.com,"Short-Sleeve Classic Jersey, XL",1,53,4
SO58738,1,2021-10-28,Zachary Harris,zachary44@adventure-works.com,Mountain Tire Tube,1,4,0
SO58738,2,2021-10-28,Zachary Harris,zachary44@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO58739,1,2021-10-28,Jade Peterson,jade4@adventure-works.com,Mountain Tire Tube,1,4,0
SO58739,2,2021-10-28,Jade Peterson,jade4@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58751,1,2021-10-28,Fernando Clark,fernando17@adventure-works.com,Fender Set - Mountain,1,21,1
SO58751,2,2021-10-28,Fernando Clark,fernando17@adventure-works.com,"Long-Sleeve Logo Jersey, M",1,49,3
SO58762,1,2021-10-28,Brendan Shen,brendan2@adventure-works.com,"Mountain-400-W Silver, 42",1,769,61
SO58762,2,2021-10-28,Brendan Shen,brendan2@adventure-works.com,ML Mountain Tire,1,29,2
SO58762,3,2021-10-28,Brendan Shen,brendan2@adventure-works.com,Mountain Tire Tube,1,4,0
SO58762,4,2021-10-28,Brendan Shen,brendan2@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58718,1,2021-10-28,Barbara Xu,barbara36@adventure-works.com,HL Road Tire,1,32,2
SO58769,1,2021-10-28,Marcus Walker,marcus24@adventure-works.com,"Road-550-W Yellow, 48",1,1120,89
SO58770,1,2021-10-28,Alexandria Peterson,alexandria28@adventure-works.com,"Road-550-W Yellow, 42",1,1120,89
SO58741,1,2021-10-28,Austin Williams,austin41@adventure-works.com,Fender Set - Mountain,1,21,1
SO58741,2,2021-10-28,Austin Williams,austin41@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58741,3,2021-10-28,Austin Williams,austin41@adventure-works.com,Bike Wash - Dissolver,1,7,0
SO58767,1,2021-10-28,Olivia Ramirez,olivia42@adventure-works.com,"Road-250 Black, 58",1,2443,195
SO58767,2,2021-10-28,Olivia Ramirez,olivia42@adventure-works.com,Hydration Pack - 70 oz.,1,54,4
SO58742,3,2021-10-28,Ross Rodriguez,ross18@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58742,1,2021-10-28,Ross Rodriguez,ross18@adventure-works.com,Mountain Tire Tube,1,4,0
SO58742,2,2021-10-28,Ross Rodriguez,ross18@adventure-works.com,AWC Logo Cap,1,8,0
SO58732,1,2021-10-28,Darren Chandra,darren4@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58732,2,2021-10-28,Darren Chandra,darren4@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58732,3,2021-10-28,Darren Chandra,darren4@adventure-works.com,"Racing Socks, M",1,8,0
SO58754,1,2021-10-28,Brian Reed,brian32@adventure-works.com,"Road-250 Black, 52",1,2443,195
SO58746,1,2021-10-28,Robyn Diaz,robyn2@adventure-works.com,ML Mountain Tire,1,29,2
SO58746,2,2021-10-28,Robyn Diaz,robyn2@adventure-works.com,Mountain Tire Tube,1,4,0
SO58746,3,2021-10-28,Robyn Diaz,robyn2@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58763,1,2021-10-28,Geoffrey Perez,geoffrey19@adventure-works.com,"Road-750 Black, 48",1,539,43
SO58719,1,2021-10-28,Gregory Yuan,gregory11@adventure-works.com,"Mountain-500 Silver, 48",1,564,45
SO58731,1,2021-10-28,Alyssa Rogers,alyssa27@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58731,2,2021-10-28,Alyssa Rogers,alyssa27@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58729,1,2021-10-28,Jose Parker,jose37@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58729,2,2021-10-28,Jose Parker,jose37@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58750,1,2021-10-28,Isabelle Bennett,isabelle1@adventure-works.com,Fender Set - Mountain,1,21,1
SO58743,1,2021-10-28,Calvin She,calvin0@adventure-works.com,Mountain Tire Tube,1,4,0
SO58743,2,2021-10-28,Calvin She,calvin0@adventure-works.com,Fender Set - Mountain,1,21,1
SO58743,3,2021-10-28,Calvin She,calvin0@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58743,4,2021-10-28,Calvin She,calvin0@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58743,5,2021-10-28,Calvin She,calvin0@adventure-works.com,"Half-Finger Gloves, L",1,24,1
SO58749,1,2021-10-28,Frederick Prasad,frederick8@adventure-works.com,AWC Logo Cap,1,8,0
SO58749,2,2021-10-28,Frederick Prasad,frederick8@adventure-works.com,Touring Tire Tube,1,4,0
SO58727,1,2021-10-28,Kyle Lal,kyle25@adventure-works.com,LL Mountain Tire,1,24,1
SO58727,2,2021-10-28,Kyle Lal,kyle25@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58727,3,2021-10-28,Kyle Lal,kyle25@adventure-works.com,Bike Wash - Dissolver,1,7,0
SO58710,1,2021-10-28,Mathew Alvarez,mathew1@adventure-works.com,Fender Set - Mountain,1,21,1
SO58710,2,2021-10-28,Mathew Alvarez,mathew1@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58734,1,2021-10-28,Alexandra Cook,alexandra5@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58734,2,2021-10-28,Alexandra Cook,alexandra5@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO58756,1,2021-10-28,Luis Griffin,luis20@adventure-works.com,"Road-350-W Yellow, 48",1,1700,136
SO58756,2,2021-10-28,Luis Griffin,luis20@adventure-works.com,Road Tire Tube,1,3,0
SO58756,3,2021-10-28,Luis Griffin,luis20@adventure-works.com,ML Road Tire,1,24,1
SO58756,4,2021-10-28,Luis Griffin,luis20@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58756,5,2021-10-28,Luis Griffin,luis20@adventure-works.com,All-Purpose Bike Stand,1,159,12
SO58755,1,2021-10-28,Tyler Jackson,tyler0@adventure-works.com,"Road-350-W Yellow, 48",1,1700,136
SO58755,2,2021-10-28,Tyler Jackson,tyler0@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58757,3,2021-10-28,Suzanne Xu,suzanne13@adventure-works.com,"Long-Sleeve Logo Jersey, L",1,49,3
SO58757,1,2021-10-28,Suzanne Xu,suzanne13@adventure-works.com,"Road-350-W Yellow, 48",1,1700,136
SO58757,2,2021-10-28,Suzanne Xu,suzanne13@adventure-works.com,AWC Logo Cap,1,8,0
SO58736,1,2021-10-28,Angelica Henderson,angelica4@adventure-works.com,Mountain Tire Tube,1,4,0
SO58736,2,2021-10-28,Angelica Henderson,angelica4@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58775,1,2021-10-28,Gilbert Huang,gilbert5@adventure-works.com,"Touring-1000 Blue, 54",1,2384,190
SO58775,2,2021-10-28,Gilbert Huang,gilbert5@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO58752,1,2021-10-28,Richard Watson,richard80@adventure-works.com,Fender Set - Mountain,1,21,1
SO58752,2,2021-10-28,Richard Watson,richard80@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58752,3,2021-10-28,Richard Watson,richard80@adventure-works.com,"Half-Finger Gloves, L",1,24,1
SO58737,1,2021-10-28,Angela Ramirez,angela33@adventure-works.com,Mountain Tire Tube,1,4,0
SO58737,2,2021-10-28,Angela Ramirez,angela33@adventure-works.com,Hitch Rack - 4-Bike,1,120,9
SO58744,1,2021-10-28,Regina Madan,regina7@adventure-works.com,LL Mountain Tire,1,24,1
SO58740,1,2021-10-28,Kaitlyn Watson,kaitlyn64@adventure-works.com,Fender Set - Mountain,1,21,1
SO58773,1,2021-10-28,Jaclyn Sharma,jaclyn33@adventure-works.com,"Touring-1000 Blue, 60",1,2384,190
SO58773,2,2021-10-28,Jaclyn Sharma,jaclyn33@adventure-works.com,"Sport-100 Helmet, Red",1,34,2
SO58724,1,2021-10-28,Colin Beck,colin43@adventure-works.com,Touring Tire Tube,1,4,0
SO58724,2,2021-10-28,Colin Beck,colin43@adventure-works.com,"Half-Finger Gloves, L",1,24,1
SO58707,1,2021-10-28,Erick Prasad,erick9@adventure-works.com,Bike Wash - Dissolver,1,7,0
SO58707,2,2021-10-28,Erick Prasad,erick9@adventure-works.com,Hitch Rack - 4-Bike,1,120,9
SO58768,1,2021-10-28,Andrew Thomas,andrew20@adventure-works.com,"Touring-3000 Blue, 54",1,742,59
SO58765,1,2021-10-28,Joe Madan,joe10@adventure-works.com,"Touring-1000 Yellow, 46",1,2384,190
SO58765,2,2021-10-28,Joe Madan,joe10@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58723,1,2021-10-28,Christian Chen,christian12@adventure-works.com,Touring Tire Tube,1,4,0
SO58723,2,2021-10-28,Christian Chen,christian12@adventure-works.com,"Half-Finger Gloves, M",1,24,1
SO58721,2,2021-10-28,Benjamin Yang,benjamin29@adventure-works.com,"Classic Vest, L",1,63,5
SO58721,1,2021-10-28,Benjamin Yang,benjamin29@adventure-works.com,Road Tire Tube,1,3,0
SO58725,1,2021-10-28,Ernest Harrison,ernest18@adventure-works.com,Touring Tire Tube,1,4,0
SO58725,2,2021-10-28,Ernest Harrison,ernest18@adventure-works.com,"Half-Finger Gloves, M",1,24,1
SO58747,1,2021-10-28,Dominique Arun,dominique6@adventure-works.com,Touring Tire,1,28,2
SO58747,2,2021-10-28,Dominique Arun,dominique6@adventure-works.com,Touring Tire Tube,1,4,0
SO58747,3,2021-10-28,Dominique Arun,dominique6@adventure-works.com,"Sport-100 Helmet, Black",1,34,2
SO58726,1,2021-10-28,Noah Carter,noah37@adventure-works.com,LL Mountain Tire,1,24,1
SO58726,2,2021-10-28,Noah Carter,noah37@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58735,1,2021-10-28,Gabrielle King,gabrielle61@adventure-works.com,Water Bottle - 30 oz.,1,4,0
SO58809,1,2021-10-29,Eduardo Hughes,eduardo56@adventure-works.com,Fender Set - Mountain,1,21,1
SO58809,2,2021-10-29,Eduardo Hughes,eduardo56@adventure-works.com,Mountain Bottle Cage,1,9,0
SO58809,3,2021-10-29,Eduardo Hughes,eduardo56@adventure-works.com,Hydration Pack - 70 oz.,1,54,4
SO58796,1,2021-10-29,Samuel Thompson,samuel54@adventure-works.com,Mountain Tire Tube,1,4,0
SO58796,2,2021-10-29,Samuel Thompson,samuel54@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO58785,1,2021-10-29,Kelly Flores,kelly17@adventure-works.com,"Road-250 Black, 58",1,2443,195
SO58785,2,2021-10-29,Kelly Flores,kelly17@adventure-works.com,HL Road Tire,1,32,2
SO58778,1,2021-10-29,Shawn Raje,shawn16@adventure-works.com,ML Mountain Tire,1,29,2
SO58810,1,2021-10-29,Lucas Bryant,lucas66@adventure-works.com,"Road-350-W Yellow, 44",1,1700,136
SO58810,2,2021-10-29,Lucas Bryant,lucas66@adventure-works.com,"Sport-100 Helmet, Blue",1,34,2
SO58818,3,2021-10-29,Nelson Diaz,nelson3@adventure-works.com,Patch Kit/8 Patches,1,2,0
SO58818,1,2021-10-29,Nelson Diaz,nelson3@adventure-works.com,"Road-750 Black, 52",1,539,43
SO58818,2,2021-10-29,Nelson Diaz,nelson3@adventure-works.com,LL Road Tire,1,21,1
SO58780,1,2021-10-29,Latasha Vazquez,latasha14@adventure-works.com,HL Mountain Tire,1,35,2
